,date,start_of_the_year,start_of_the_quarter,start_of_the_month
2281,2018-03-31,2018-01-01,2018-01-01,2018-03-01
2282,2018-04-01,2018-01-01,2018-04-01,2018-04-01
2283,2018-04-02,2018-01-01,2018-04-01,2018-04-01
2284,2018-04-03,2018-01-01,2018-04-01,2018-04-01
2285,2018-04-04,2018-01-01,2018-04-01,2018-04-01
2286,2018-04-05,2018-01-01,2018-04-01,2018-04-01
2287,2018-04-06,2018-01-01,2018-04-01,2018-04-01
2288,2018-04-07,2018-01-01,2018-04-01,2018-04-01
2289,2018-04-08,2018-01-01,2018-04-01,2018-04-01
2290,2018-04-09,2018-01-01,2018-04-01,2018-04-01
2291,2018-04-10,2018-01-01,2018-04-01,2018-04-01
2292,2018-04-11,2018-01-01,2018-04-01,2018-04-01
2293,2018-04-12,2018-01-01,2018-04-01,2018-04-01
2294,2018-04-13,2018-01-01,2018-04-01,2018-04-01
2295,2018-04-14,2018-01-01,2018-04-01,2018-04-01
2296,2018-04-15,2018-01-01,2018-04-01,2018-04-01
2297,2018-04-16,2018-01-01,2018-04-01,2018-04-01
2298,2018-04-17,2018-01-01,2018-04-01,2018-04-01
2299,2018-04-18,2018-01-01,2018-04-01,2018-04-01
2300,2018-04-19,2018-01-01,2018-04-01,2018-04-01
2301,2018-04-20,2018-01-01,2018-04-01,2018-04-01
2302,2018-04-21,2018-01-01,2018-04-01,2018-04-01
2303,2018-04-22,2018-01-01,2018-04-01,2018-04-01
2304,2018-04-23,2018-01-01,2018-04-01,2018-04-01
2305,2018-04-24,2018-01-01,2018-04-01,2018-04-01
2306,2018-04-25,2018-01-01,2018-04-01,2018-04-01
2307,2018-04-26,2018-01-01,2018-04-01,2018-04-01
2308,2018-04-27,2018-01-01,2018-04-01,2018-04-01
2309,2018-04-28,2018-01-01,2018-04-01,2018-04-01
2310,2018-04-29,2018-01-01,2018-04-01,2018-04-01
2311,2018-04-30,2018-01-01,2018-04-01,2018-04-01
2312,2018-05-01,2018-01-01,2018-04-01,2018-05-01
2313,2018-05-02,2018-01-01,2018-04-01,2018-05-01
2314,2018-05-03,2018-01-01,2018-04-01,2018-05-01
2315,2018-05-04,2018-01-01,2018-04-01,2018-05-01
2316,2018-05-05,2018-01-01,2018-04-01,2018-05-01
2317,2018-05-06,2018-01-01,2018-04-01,2018-05-01
2318,2018-05-07,2018-01-01,2018-04-01,2018-05-01
2319,2018-05-08,2018-01-01,2018-04-01,2018-05-01
2320,2018-05-09,2018-01-01,2018-04-01,2018-05-01
2321,2018-05-10,2018-01-01,2018-04-01,2018-05-01
2322,2018-05-11,2018-01-01,2018-04-01,2018-05-01
2323,2018-05-12,2018-01-01,2018-04-01,2018-05-01
2324,2018-05-13,2018-01-01,2018-04-01,2018-05-01
2325,2018-05-14,2018-01-01,2018-04-01,2018-05-01
2326,2018-05-15,2018-01-01,2018-04-01,2018-05-01
2327,2018-05-16,2018-01-01,2018-04-01,2018-05-01
2328,2018-05-17,2018-01-01,2018-04-01,2018-05-01
2329,2018-05-18,2018-01-01,2018-04-01,2018-05-01
2330,2018-05-19,2018-01-01,2018-04-01,2018-05-01
2331,2018-05-20,2018-01-01,2018-04-01,2018-05-01
2332,2018-05-21,2018-01-01,2018-04-01,2018-05-01
2333,2018-05-22,2018-01-01,2018-04-01,2018-05-01
2334,2018-05-23,2018-01-01,2018-04-01,2018-05-01
2335,2018-05-24,2018-01-01,2018-04-01,2018-05-01
2336,2018-05-25,2018-01-01,2018-04-01,2018-05-01
2337,2018-05-26,2018-01-01,2018-04-01,2018-05-01
2338,2018-05-27,2018-01-01,2018-04-01,2018-05-01
2339,2018-05-28,2018-01-01,2018-04-01,2018-05-01
2340,2018-05-29,2018-01-01,2018-04-01,2018-05-01
2341,2018-05-30,2018-01-01,2018-04-01,2018-05-01
2342,2018-05-31,2018-01-01,2018-04-01,2018-05-01
2343,2018-06-01,2018-01-01,2018-04-01,2018-06-01
2344,2018-06-02,2018-01-01,2018-04-01,2018-06-01
2345,2018-06-03,2018-01-01,2018-04-01,2018-06-01
2346,2018-06-04,2018-01-01,2018-04-01,2018-06-01
2347,2018-06-05,2018-01-01,2018-04-01,2018-06-01
2348,2018-06-06,2018-01-01,2018-04-01,2018-06-01
2349,2018-06-07,2018-01-01,2018-04-01,2018-06-01
2350,2018-06-08,2018-01-01,2018-04-01,2018-06-01
2351,2018-06-09,2018-01-01,2018-04-01,2018-06-01
2352,2018-06-10,2018-01-01,2018-04-01,2018-06-01
2353,2018-06-11,2018-01-01,2018-04-01,2018-06-01
2354,2018-06-12,2018-01-01,2018-04-01,2018-06-01
2355,2018-06-13,2018-01-01,2018-04-01,2018-06-01
2356,2018-06-14,2018-01-01,2018-04-01,2018-06-01
2357,2018-06-15,2018-01-01,2018-04-01,2018-06-01
2358,2018-06-16,2018-01-01,2018-04-01,2018-06-01
2359,2018-06-17,2018-01-01,2018-04-01,2018-06-01
2360,2018-06-18,2018-01-01,2018-04-01,2018-06-01
2361,2018-06-19,2018-01-01,2018-04-01,2018-06-01
2362,2018-06-20,2018-01-01,2018-04-01,2018-06-01
2363,2018-06-21,2018-01-01,2018-04-01,2018-06-01
2364,2018-06-22,2018-01-01,2018-04-01,2018-06-01
2365,2018-06-23,2018-01-01,2018-04-01,2018-06-01
2366,2018-06-24,2018-01-01,2018-04-01,2018-06-01
2367,2018-06-25,2018-01-01,2018-04-01,2018-06-01
2368,2018-06-26,2018-01-01,2018-04-01,2018-06-01
2369,2018-06-27,2018-01-01,2018-04-01,2018-06-01
2370,2018-06-28,2018-01-01,2018-04-01,2018-06-01
2371,2018-06-29,2018-01-01,2018-04-01,2018-06-01
2372,2018-06-30,2018-01-01,2018-04-01,2018-06-01
2373,2018-07-01,2018-01-01,2018-07-01,2018-07-01
2374,2018-07-02,2018-01-01,2018-07-01,2018-07-01
2375,2018-07-03,2018-01-01,2018-07-01,2018-07-01
2376,2018-07-04,2018-01-01,2018-07-01,2018-07-01
2377,2018-07-05,2018-01-01,2018-07-01,2018-07-01
2378,2018-07-06,2018-01-01,2018-07-01,2018-07-01
2379,2018-07-07,2018-01-01,2018-07-01,2018-07-01
2380,2018-07-08,2018-01-01,2018-07-01,2018-07-01
2381,2018-07-09,2018-01-01,2018-07-01,2018-07-01
2382,2018-07-10,2018-01-01,2018-07-01,2018-07-01
2383,2018-07-11,2018-01-01,2018-07-01,2018-07-01
2384,2018-07-12,2018-01-01,2018-07-01,2018-07-01
2385,2018-07-13,2018-01-01,2018-07-01,2018-07-01
2386,2018-07-14,2018-01-01,2018-07-01,2018-07-01
2387,2018-07-15,2018-01-01,2018-07-01,2018-07-01
2388,2018-07-16,2018-01-01,2018-07-01,2018-07-01
2389,2018-07-17,2018-01-01,2018-07-01,2018-07-01
2390,2018-07-18,2018-01-01,2018-07-01,2018-07-01
2391,2018-07-19,2018-01-01,2018-07-01,2018-07-01
2392,2018-07-20,2018-01-01,2018-07-01,2018-07-01
2393,2018-07-21,2018-01-01,2018-07-01,2018-07-01
2394,2018-07-22,2018-01-01,2018-07-01,2018-07-01
2395,2018-07-23,2018-01-01,2018-07-01,2018-07-01
2396,2018-07-24,2018-01-01,2018-07-01,2018-07-01
2397,2018-07-25,2018-01-01,2018-07-01,2018-07-01
2398,2018-07-26,2018-01-01,2018-07-01,2018-07-01
2399,2018-07-27,2018-01-01,2018-07-01,2018-07-01
2400,2018-07-28,2018-01-01,2018-07-01,2018-07-01
2401,2018-07-29,2018-01-01,2018-07-01,2018-07-01
2402,2018-07-30,2018-01-01,2018-07-01,2018-07-01
2403,2018-07-31,2018-01-01,2018-07-01,2018-07-01
2404,2018-08-01,2018-01-01,2018-07-01,2018-08-01
2405,2018-08-02,2018-01-01,2018-07-01,2018-08-01
2406,2018-08-03,2018-01-01,2018-07-01,2018-08-01
2407,2018-08-04,2018-01-01,2018-07-01,2018-08-01
2408,2018-08-05,2018-01-01,2018-07-01,2018-08-01
2409,2018-08-06,2018-01-01,2018-07-01,2018-08-01
2410,2018-08-07,2018-01-01,2018-07-01,2018-08-01
2411,2018-08-08,2018-01-01,2018-07-01,2018-08-01
2412,2018-08-09,2018-01-01,2018-07-01,2018-08-01
2413,2018-08-10,2018-01-01,2018-07-01,2018-08-01
2414,2018-08-11,2018-01-01,2018-07-01,2018-08-01
2415,2018-08-12,2018-01-01,2018-07-01,2018-08-01
2416,2018-08-13,2018-01-01,2018-07-01,2018-08-01
2417,2018-08-14,2018-01-01,2018-07-01,2018-08-01
2418,2018-08-15,2018-01-01,2018-07-01,2018-08-01
2419,2018-08-16,2018-01-01,2018-07-01,2018-08-01
2420,2018-08-17,2018-01-01,2018-07-01,2018-08-01
2421,2018-08-18,2018-01-01,2018-07-01,2018-08-01
2422,2018-08-19,2018-01-01,2018-07-01,2018-08-01
2423,2018-08-20,2018-01-01,2018-07-01,2018-08-01
2424,2018-08-21,2018-01-01,2018-07-01,2018-08-01
2425,2018-08-22,2018-01-01,2018-07-01,2018-08-01
2426,2018-08-23,2018-01-01,2018-07-01,2018-08-01
2427,2018-08-24,2018-01-01,2018-07-01,2018-08-01
2428,2018-08-25,2018-01-01,2018-07-01,2018-08-01
2429,2018-08-26,2018-01-01,2018-07-01,2018-08-01
2430,2018-08-27,2018-01-01,2018-07-01,2018-08-01
2431,2018-08-28,2018-01-01,2018-07-01,2018-08-01
2432,2018-08-29,2018-01-01,2018-07-01,2018-08-01
2433,2018-08-30,2018-01-01,2018-07-01,2018-08-01
2434,2018-08-31,2018-01-01,2018-07-01,2018-08-01
2435,2018-09-01,2018-01-01,2018-07-01,2018-09-01
2436,2018-09-02,2018-01-01,2018-07-01,2018-09-01
2437,2018-09-03,2018-01-01,2018-07-01,2018-09-01
2438,2018-09-04,2018-01-01,2018-07-01,2018-09-01
2439,2018-09-05,2018-01-01,2018-07-01,2018-09-01
2440,2018-09-06,2018-01-01,2018-07-01,2018-09-01
2441,2018-09-07,2018-01-01,2018-07-01,2018-09-01
2442,2018-09-08,2018-01-01,2018-07-01,2018-09-01
2443,2018-09-09,2018-01-01,2018-07-01,2018-09-01
2444,2018-09-10,2018-01-01,2018-07-01,2018-09-01
2445,2018-09-11,2018-01-01,2018-07-01,2018-09-01
2446,2018-09-12,2018-01-01,2018-07-01,2018-09-01
2447,2018-09-13,2018-01-01,2018-07-01,2018-09-01
2448,2018-09-14,2018-01-01,2018-07-01,2018-09-01
2449,2018-09-15,2018-01-01,2018-07-01,2018-09-01
2450,2018-09-16,2018-01-01,2018-07-01,2018-09-01
2451,2018-09-17,2018-01-01,2018-07-01,2018-09-01
2452,2018-09-18,2018-01-01,2018-07-01,2018-09-01
2453,2018-09-19,2018-01-01,2018-07-01,2018-09-01
2454,2018-09-20,2018-01-01,2018-07-01,2018-09-01
2455,2018-09-21,2018-01-01,2018-07-01,2018-09-01
2456,2018-09-22,2018-01-01,2018-07-01,2018-09-01
2457,2018-09-23,2018-01-01,2018-07-01,2018-09-01
2458,2018-09-24,2018-01-01,2018-07-01,2018-09-01
2459,2018-09-25,2018-01-01,2018-07-01,2018-09-01
2460,2018-09-26,2018-01-01,2018-07-01,2018-09-01
2461,2018-09-27,2018-01-01,2018-07-01,2018-09-01
2462,2018-09-28,2018-01-01,2018-07-01,2018-09-01
2463,2018-09-29,2018-01-01,2018-07-01,2018-09-01
2464,2018-09-30,2018-01-01,2018-07-01,2018-09-01
2465,2018-10-01,2018-01-01,2018-10-01,2018-10-01
2466,2018-10-02,2018-01-01,2018-10-01,2018-10-01
2467,2018-10-03,2018-01-01,2018-10-01,2018-10-01
2468,2018-10-04,2018-01-01,2018-10-01,2018-10-01
2469,2018-10-05,2018-01-01,2018-10-01,2018-10-01
2470,2018-10-06,2018-01-01,2018-10-01,2018-10-01
2471,2018-10-07,2018-01-01,2018-10-01,2018-10-01
2472,2018-10-08,2018-01-01,2018-10-01,2018-10-01
2473,2018-10-09,2018-01-01,2018-10-01,2018-10-01
2474,2018-10-10,2018-01-01,2018-10-01,2018-10-01
2475,2018-10-11,2018-01-01,2018-10-01,2018-10-01
2476,2018-10-12,2018-01-01,2018-10-01,2018-10-01
2477,2018-10-13,2018-01-01,2018-10-01,2018-10-01
2478,2018-10-14,2018-01-01,2018-10-01,2018-10-01
2479,2018-10-15,2018-01-01,2018-10-01,2018-10-01
2480,2018-10-16,2018-01-01,2018-10-01,2018-10-01
2481,2018-10-17,2018-01-01,2018-10-01,2018-10-01
2482,2018-10-18,2018-01-01,2018-10-01,2018-10-01
2483,2018-10-19,2018-01-01,2018-10-01,2018-10-01
2484,2018-10-20,2018-01-01,2018-10-01,2018-10-01
2485,2018-10-21,2018-01-01,2018-10-01,2018-10-01
2486,2018-10-22,2018-01-01,2018-10-01,2018-10-01
2487,2018-10-23,2018-01-01,2018-10-01,2018-10-01
2488,2018-10-24,2018-01-01,2018-10-01,2018-10-01
2489,2018-10-25,2018-01-01,2018-10-01,2018-10-01
2490,2018-10-26,2018-01-01,2018-10-01,2018-10-01
2491,2018-10-27,2018-01-01,2018-10-01,2018-10-01
2492,2018-10-28,2018-01-01,2018-10-01,2018-10-01
2493,2018-10-29,2018-01-01,2018-10-01,2018-10-01
2494,2018-10-30,2018-01-01,2018-10-01,2018-10-01
2495,2018-10-31,2018-01-01,2018-10-01,2018-10-01
2496,2018-11-01,2018-01-01,2018-10-01,2018-11-01
2497,2018-11-02,2018-01-01,2018-10-01,2018-11-01
2498,2018-11-03,2018-01-01,2018-10-01,2018-11-01
2499,2018-11-04,2018-01-01,2018-10-01,2018-11-01
2500,2018-11-05,2018-01-01,2018-10-01,2018-11-01
2501,2018-11-06,2018-01-01,2018-10-01,2018-11-01
2502,2018-11-07,2018-01-01,2018-10-01,2018-11-01
2503,2018-11-08,2018-01-01,2018-10-01,2018-11-01
2504,2018-11-09,2018-01-01,2018-10-01,2018-11-01
2505,2018-11-10,2018-01-01,2018-10-01,2018-11-01
2506,2018-11-11,2018-01-01,2018-10-01,2018-11-01
2507,2018-11-12,2018-01-01,2018-10-01,2018-11-01
2508,2018-11-13,2018-01-01,2018-10-01,2018-11-01
2509,2018-11-14,2018-01-01,2018-10-01,2018-11-01
2510,2018-11-15,2018-01-01,2018-10-01,2018-11-01
2511,2018-11-16,2018-01-01,2018-10-01,2018-11-01
2512,2018-11-17,2018-01-01,2018-10-01,2018-11-01
2513,2018-11-18,2018-01-01,2018-10-01,2018-11-01
2514,2018-11-19,2018-01-01,2018-10-01,2018-11-01
2515,2018-11-20,2018-01-01,2018-10-01,2018-11-01
2516,2018-11-21,2018-01-01,2018-10-01,2018-11-01
2517,2018-11-22,2018-01-01,2018-10-01,2018-11-01
2518,2018-11-23,2018-01-01,2018-10-01,2018-11-01
2519,2018-11-24,2018-01-01,2018-10-01,2018-11-01
2520,2018-11-25,2018-01-01,2018-10-01,2018-11-01
2521,2018-11-26,2018-01-01,2018-10-01,2018-11-01
2522,2018-11-27,2018-01-01,2018-10-01,2018-11-01
2523,2018-11-28,2018-01-01,2018-10-01,2018-11-01
2524,2018-11-29,2018-01-01,2018-10-01,2018-11-01
2525,2018-11-30,2018-01-01,2018-10-01,2018-11-01
2526,2018-12-01,2018-01-01,2018-10-01,2018-12-01
2527,2018-12-02,2018-01-01,2018-10-01,2018-12-01
2528,2018-12-03,2018-01-01,2018-10-01,2018-12-01
2529,2018-12-04,2018-01-01,2018-10-01,2018-12-01
2530,2018-12-05,2018-01-01,2018-10-01,2018-12-01
2531,2018-12-06,2018-01-01,2018-10-01,2018-12-01
2532,2018-12-07,2018-01-01,2018-10-01,2018-12-01
2533,2018-12-08,2018-01-01,2018-10-01,2018-12-01
2534,2018-12-09,2018-01-01,2018-10-01,2018-12-01
2535,2018-12-10,2018-01-01,2018-10-01,2018-12-01
2536,2018-12-11,2018-01-01,2018-10-01,2018-12-01
2537,2018-12-12,2018-01-01,2018-10-01,2018-12-01
2538,2018-12-13,2018-01-01,2018-10-01,2018-12-01
2539,2018-12-14,2018-01-01,2018-10-01,2018-12-01
2540,2018-12-15,2018-01-01,2018-10-01,2018-12-01
2541,2018-12-16,2018-01-01,2018-10-01,2018-12-01
2542,2018-12-17,2018-01-01,2018-10-01,2018-12-01
2543,2018-12-18,2018-01-01,2018-10-01,2018-12-01
2544,2018-12-19,2018-01-01,2018-10-01,2018-12-01
2545,2018-12-20,2018-01-01,2018-10-01,2018-12-01
2546,2018-12-21,2018-01-01,2018-10-01,2018-12-01
2547,2018-12-22,2018-01-01,2018-10-01,2018-12-01
2548,2018-12-23,2018-01-01,2018-10-01,2018-12-01
2549,2018-12-24,2018-01-01,2018-10-01,2018-12-01
2550,2018-12-25,2018-01-01,2018-10-01,2018-12-01
2551,2018-12-26,2018-01-01,2018-10-01,2018-12-01
2552,2018-12-27,2018-01-01,2018-10-01,2018-12-01
2553,2018-12-28,2018-01-01,2018-10-01,2018-12-01
2554,2018-12-29,2018-01-01,2018-10-01,2018-12-01
2555,2018-12-30,2018-01-01,2018-10-01,2018-12-01
2556,2018-12-31,2018-01-01,2018-10-01,2018-12-01
